ano,nota,c1,c2,c3,c4,c5,drive_id,url
2018,920,180,180,200,180,180,1_i2icBmoym3I6tVwZiiBngcKrA6LbaZO,https://drive.google.com/file/d/1_i2icBmoym3I6tVwZiiBngcKrA6LbaZO/view
2021,760,160,120,140,160,180,1QOdWS15kBgfka8HrXcjiXdHoUOV9Keu1,https://drive.google.com/file/d/1QOdWS15kBgfka8HrXcjiXdHoUOV9Keu1/view?usp=sharing
2021,920,140,200,200,200,180,1__sggpQa_zAn_iacA9_YhhY4KZ7JtnTL,https://drive.google.com/file/d/1__sggpQa_zAn_iacA9_YhhY4KZ7JtnTL/view?usp=sharing
2021,980,180,200,200,200,200,17FC_gqSN42JAGxEGPZkbw_y3GfOgKFNm,https://drive.google.com/file/d/17FC_gqSN42JAGxEGPZkbw_y3GfOgKFNm/view?usp=sharing
