ano,nota,c1,c2,c3,c4,c5,drive_id,url
2019,940,160,200,180,200,200,1invFnWH6rj6WTFKUhQYlsEuddMQkncoh,https://drive.google.com/file/d/1invFnWH6rj6WTFKUhQYlsEuddMQkncoh/view
2019,980,180,200,200,200,200,1Iwob1OpjlbZVsblB0GGMazIFrru9A1sT,https://drive.google.com/file/d/1Iwob1OpjlbZVsblB0GGMazIFrru9A1sT/view
2019,940,160,200,200,180,200,13TKS6EyB9vKF3W74NRfsz1-ZlaoKU97h,https://drive.google.com/file/d/13TKS6EyB9vKF3W74NRfsz1-ZlaoKU97h/view
2019,940,160,200,180,200,200,1feDXmMHzozgu_OjIiVBU2xRfWo9be9aJ,https://drive.google.com/file/d/1feDXmMHzozgu_OjIiVBU2xRfWo9be9aJ/view
2019,980,200,200,200,200,180,1MBGH6jmImo5DsCa2tjV5YJc50bWoAGUU,https://drive.google.com/file/d/1MBGH6jmImo5DsCa2tjV5YJc50bWoAGUU/view
2019,980,180,200,200,200,200,116AOmvG3rzRUmikXYOyBJTjvWIpzDSRM,https://drive.google.com/file/d/116AOmvG3rzRUmikXYOyBJTjvWIpzDSRM/view
2019,920,160,200,200,200,160,1qO3Uw-rPMc3gHLc18zHGP-desu0AN29E,https://drive.google.com/file/d/1qO3Uw-rPMc3gHLc18zHGP-desu0AN29E/view
2019,800,140,200,160,140,160,1598BiaT1_3bz2vAQ1DtshQc9LEVWcQre,https://drive.google.com/file/d/1598BiaT1_3bz2vAQ1DtshQc9LEVWcQre/view
2019,940,160,200,160,200,200,1n_GEdglG_45sdQLcSmmEtDeAA5tIzplS,https://drive.google.com/file/d/1n_GEdglG_45sdQLcSmmEtDeAA5tIzplS/view
2019,960,180,200,200,200,180,13foxHdGoYySdyn6UPvVRCGhDJ6q1RUlU,https://drive.google.com/file/d/13foxHdGoYySdyn6UPvVRCGhDJ6q1RUlU/view
2019,920,180,200,180,180,180,1kIpF0GaEZKRhKQHf7si0k-Elt1ID5vPS,https://drive.google.com/file/d/1kIpF0GaEZKRhKQHf7si0k-Elt1ID5vPS/view
2019,960,160,200,200,200,200,1FjlpmOtfO9KeiwnlTCDqtgxnaOxDCKxL,https://drive.google.com/file/d/1FjlpmOtfO9KeiwnlTCDqtgxnaOxDCKxL/view
2019,940,160,180,200,200,200,1d7yiTVKeF_gpSA_9mJsAAWF2q6rv6qKo,https://drive.google.com/file/d/1d7yiTVKeF_gpSA_9mJsAAWF2q6rv6qKo/view
2019,920,160,200,180,180,200,1oyQsuQIBGGUN5EJBhEX7_bzSJI0cEHTy,https://drive.google.com/file/d/1oyQsuQIBGGUN5EJBhEX7_bzSJI0cEHTy/view
2019,920,180,200,180,200,160,1SkPYSw_Xoq0Wui-XLLk7nm_Mnc0IJ7ra,https://drive.google.com/file/d/1SkPYSw_Xoq0Wui-XLLk7nm_Mnc0IJ7ra/view
2019,920,180,180,180,180,200,1S6AINcBoapgVZPDIWTTwwfrsIzAUjgmR,https://drive.google.com/file/d/1S6AINcBoapgVZPDIWTTwwfrsIzAUjgmR/view
2019,880,160,180,200,180,160,154-xrk5XA5FjtvgJxAkCG-2dLWZLwp0s,https://drive.google.com/file/d/154-xrk5XA5FjtvgJxAkCG-2dLWZLwp0s/view
2019,900,160,200,200,160,180,1JCZrzP4ZAAMkmV6usdnrL8ppbS8qePQV,https://drive.google.com/file/d/1JCZrzP4ZAAMkmV6usdnrL8ppbS8qePQV/view
2019,840,140,180,160,180,180,1YrWMfyafkwtj7RWuXCaAKaqsFjU3Oofu,https://drive.google.com/file/d/1YrWMfyafkwtj7RWuXCaAKaqsFjU3Oofu/view
2020,960,,,,,,1KMUjWmAvDhZ1KptJ-RQxb6Ib7wPBjJd8,https://drive.google.com/file/d/1KMUjWmAvDhZ1KptJ-RQxb6Ib7wPBjJd8/view
