Unidade,Curso,Modalidade,Classificação na carreira,Nota na 1° fase,"Nota na 2° fase, 1° dia","Nota na 2° fase, 2° dia",Nota da redação,Qual o seu ano de ingresso?,Nota final,Envie aqui o espelho da sua redação,Chamada,Classificação no curso de ingresso,Forma de ingresso,Ciências da Natureza,Matemática,Linguagens,Ciências Humanas,Redação,Nota na Competência 1,Nota na Competência 2,Nota na Competência 3,Nota na Competência 4,Nota na Competência 5,Nota final.1,Envie aqui o espelho da sua redação.1
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),54.0,75.0,60.5,49.17,34.5,2020,643.33,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),53.0,71.0,54.0,63.33,31.5,2020,654.07,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Escola Pública (EP),8.0,68.0,52.0,69.17,30.0,2020,655.74,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Escola Pública (EP),7.0,63.0,57.0,70.83,36.0,2020,659.44,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Escola Pública (EP),5.0,62.0,63.5,70.83,33.0,2020,677.41,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),43.0,71.0,59.0,65.83,32.0,2020,679.07,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Escola Pública (EP),3.0,79.0,55.0,63.0,25.0,2020,685.92,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),39.0,74.0,74.0,50.83,43.0,2020,690.2,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Escola Pública (EP),2.0,70.0,60.5,70.83,33.0,2020,697.04,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Escola Pública (EP),1.0,65.0,62.5,75.83,36.0,2020,701.85,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),22.0,78.0,63.5,66.67,31.5,2020,722.78,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),21.0,83.0,67.5,57.5,40.0,2020,724.07,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),20.0,71.0,59.5,80.0,33.0,2020,727.96,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),19.0,81.0,63.0,65.83,36.0,2020,729.44,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),18.0,78.0,67.0,67.5,35.0,2020,737.22,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),17.0,81.0,62.33,70.0,36.33,2020,741.11,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),16.0,73.0,63.5,79.17,36.0,2020,745.93,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),14.0,77.0,72.0,67.5,40.0,2020,750.19,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),12.0,79.0,62.5,76.67,33.5,2020,756.48,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),9.0,73.0,60.5,90.83,38.0,2020,774.81,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),8.0,80.0,69.5,74.17,40.0,2020,775.19,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),5.0,73.0,79.5,74.17,44.5,2020,782.59,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),4.0,78.0,65.0,85.0,41.0,2020,788.89,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Aeronáutica,Ampla Concorrência (AC),2.0,74.0,61.0,95.83,33.5,2020,796.85,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,"Pretos, Pardos e Indígenas (PPI)",29.0,31.0,26.5,11.67,21.0,2020,242.0481481,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Escola Pública (EP),47.0,43.0,37.5,29.17,28.0,2020,381.4925926,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Escola Pública (EP),18.0,38.0,52.5,35.83,36.0,2020,435.1740741,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Escola Pública (EP),16.0,50.0,50.0,30.0,30.0,2020,451.85185189999993,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Escola Pública (EP),15.0,56.0,42.0,31.67,25.0,2020,452.97407410000005,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),93.0,54.0,52.0,45.83,32.0,2020,526.1,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),82.0,48.0,61.0,44.0,37.0,2020,527.7777778,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),69.0,61.0,43.0,52.5,30.0,2020,544.2592592999999,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Escola Pública (EP),5.0,65.0,52.0,41.0,33.0,2020,550.7407407000001,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Escola Pública (EP),4.0,54.0,63.5,43.33,38.0,2020,556.1,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),55.0,68.0,56.0,36.0,35.0,2020,558.5185184999999,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),44.0,67.0,53.0,45.0,34.0,2020,574.8148147999999,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),42.0,56.0,57.0,53.33,31.5,2020,575.1740741,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),38.0,62.0,57.0,48.33,40.0,2020,580.7296296,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),31.0,63.0,54.17,54.17,29.67,2020,594.4666667,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),29.0,68.0,50.0,55.0,31.5,2020,601.8518518999999,,,,Fuvest,,,,,,,,,,,,
ESALQ,Engenharia Agronômica,Ampla Concorrência (AC),26.0,66.0,51.0,58.0,33.0,2020,607.7777778,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,"Pretos, Pardos e Indígenas (PPI)",14.0,48.0,53.0,28.33,28.5,2020,448.88,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,"Pretos, Pardos e Indígenas (PPI)",8.0,50.0,53.5,35.0,32.0,2020,480.19,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),44.0,59.0,54.0,34.17,23.5,2020,512.42,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),43.0,57.0,48.0,43.33,33.5,2020,515.54,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),42.0,50.0,54.5,45.0,36.0,2020,516.85,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),41.0,52.0,51.0,46.67,31.5,2020,518.16,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),72.0,54.0,62.0,34.0,42.0,2020,520.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),34.0,56.0,51.5,45.83,25.0,2020,531.84,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),30.0,52.0,55.5,47.5,26.5,2020,535.93,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),27.0,57.0,57.0,42.5,35.0,2020,542.78,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),32.0,54.0,54.0,51.0,24.0,2020,550.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),21.0,53.0,63.5,44.17,33.0,2020,555.2,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Escola Pública (EP),31.0,49.0,94.5,46.67,35.0,2020,652.05,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),105.0,67.0,64.5,70.0,42.0,2020,696.48,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),104.0,75.0,61.5,64.17,30.0,2020,696.68,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),100.0,69.0,64.5,68.33,38.5,2020,698.32,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),98.0,73.0,70.5,58.33,40.0,2020,699.8,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),92.0,70.0,73.0,60.0,39.5,2020,702.59,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),89.0,70.0,64.5,69.17,35.0,2020,704.83,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),79.0,74.0,62.0,68.0,28.75,2020,707.41,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),75.0,67.0,64.5,75.0,33.0,2020,713.15,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),73.0,73.0,66.5,66.67,36.0,2020,714.27,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),67.0,65.0,70.0,73.0,35.0,2020,717.41,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),64.0,71.0,71.5,66.67,41.0,2020,723.53,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),61.0,71.0,63.5,75.0,33.0,2020,724.63,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),57.0,68.0,58.0,84.17,30.0,2020,725.75,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),49.0,69.0,69.5,74.17,33.0,2020,734.46,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Ambiental,Ampla Concorrência (AC),15.0,75.0,76.0,74.17,41.5,2020,778.34,,,,Fuvest,,,,,,,,,,,,
EEL,Engenharia Ambiental,Ampla Concorrência (AC),13.0,51.0,50.0,60.0,38.0,2019,555.5555555999999,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",47.0,39.0,40.33,29.17,25.33,2020,376.11,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",40.0,38.0,46.5,29.17,29.5,2020,392.97,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",34.0,46.0,42.5,27.5,31.5,2020,403.7,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",31.0,45.0,52.0,22.5,33.0,2020,415.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",24.0,46.0,58.5,22.5,30.0,2020,440.37,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",28.0,50.0,47.0,30.83,28.0,2020,444.62,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",23.0,56.0,43.5,31.67,26.5,2020,457.97,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",16.0,52.0,40.17,40.0,24.67,2020,459.83,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",14.0,55.0,57.5,23.33,33.0,2020,473.14,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),76.0,60.0,59.5,30.83,34.5,2020,523.32,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),72.0,49.0,56.0,48.33,33.0,2020,529.25,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),71.0,56.0,57.0,40.0,31.5,2020,530.74,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),58.0,52.0,64.0,37.5,39.5,2020,530.93,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),68.0,60.0,47.0,45.83,24.5,2020,531.66,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),66.0,57.0,50.0,46.67,30.0,2020,533.34,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),64.0,58.0,51.0,45.0,25.0,2020,534.81,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),61.0,55.0,58.5,41.67,31.5,2020,537.6,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),57.0,58.0,50.5,48.33,33.0,2020,544.25,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),59.0,54.0,51.5,52.5,28.5,2020,546.67,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),54.0,57.0,64.0,37.5,33.5,2020,549.44,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),48.0,64.0,54.0,40.83,28.0,2020,553.14,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),45.0,52.0,57.17,51.67,34.67,2020,555.39,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",3.0,64.0,58.5,40.0,34.5,2020,565.37,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",2.0,51.0,61.0,54.17,31.5,2020,572.79,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),36.0,63.0,55.0,47.5,26.5,2020,575.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",10.0,50.0,84.0,35.0,31.5,2020,581.85,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),25.0,60.0,55.0,60.1,30.0,2020,605.89,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),17.0,60.0,56.0,64.17,28.5,2020,622.79,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),125.0,53.0,87.0,44.0,48.5,2020,632.96,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),58.0,52.0,81.0,53.0,30.0,2020,639.26,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),10.0,70.0,58.0,61.67,30.0,2020,658.16,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),8.0,75.0,66.0,51.67,38.5,2020,670.01,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Escola Pública (EP),5.0,65.0,62.5,70.83,31.5,2020,685.17,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),165.0,71.0,70.5,58.33,43.0,2020,692.4,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),158.0,64.0,61.5,75.83,38.0,2020,694.8,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),155.0,72.0,63.0,65.83,36.5,2020,696.1,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),152.0,70.0,67.0,64.17,38.0,2020,696.49,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),133.0,67.0,66.5,70.0,36.5,2020,703.15,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),123.0,68.0,56.0,80.0,24.0,2020,705.19,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),127.0,68.0,74.5,61.67,42.0,2020,705.75,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),124.0,71.0,63.0,70.0,38.0,2020,706.3,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),125.0,74.0,63.0,66.67,33.0,2020,706.31,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),122.0,72.0,64.5,67.5,36.5,2020,706.67,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),139.0,74.0,60.0,70.0,33.0,2020,707.41,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),119.0,73.0,62.0,69.17,36.0,2020,707.6,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),115.0,73.0,71.5,60.0,37.5,2020,708.7,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),132.0,70.0,69.0,66.0,42.0,2020,709.26,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),108.0,73.0,64.0,68.33,34.0,2020,711.47,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),104.0,65.0,67.5,74.17,30.0,2020,712.97,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),101.0,69.0,67.5,70.0,39.0,2020,713.89,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),120.0,67.0,75.0,65.0,39.5,2020,714.81,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),99.0,70.0,70.0,66.67,38.0,2020,714.83,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),97.0,64.0,73.0,70.83,41.5,2020,716.47,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),91.0,75.0,69.67,63.33,37.67,2020,721.11,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),87.0,67.0,67.0,75.83,31.5,2020,724.25,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),71.0,71.0,66.5,72.5,80.0,2020,726.3,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),76.0,69.0,76.0,65.83,41.5,2020,728.32,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),69.0,62.0,71.5,79.17,41.5,2020,731.86,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),121.0,77.0,58.0,77.5,21.0,2020,736.85,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),61.0,71.0,72.5,70.0,38.0,2020,737.96,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),59.0,70.0,71.5,72.5,38.0,2020,739.26,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),58.0,65.0,77.5,72.5,43.0,2020,740.74,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),56.0,74.0,61.5,79.17,38.0,2020,742.97,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),24.0,76.0,71.0,78.33,39.5,2020,779.25,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Civil,Ampla Concorrência (AC),3.0,81.0,79.5,85.83,40.0,2020,851.1,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",11.0,43.0,41.5,12.5,0.0,2020,339.26,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",6.0,44.0,43.5,20.0,0.0,2020,374.63,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",5.0,51.0,45.0,21.67,0.0,2020,411.11,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),17.0,53.0,49.0,18.33,0.0,2020,420.74,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),16.0,51.0,58.5,13.33,0.0,2020,428.33,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),13.0,51.0,46.5,30.0,0.0,2020,443.89,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),11.0,45.0,63.5,25.0,0.0,2020,461.67,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),10.0,58.0,46.0,28.33,0.0,2020,462.59,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),8.0,53.0,46.0,34.17,0.0,2020,463.52,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),9.0,50.0,41.0,42.5,0.0,2020,463.52,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",2.0,55.0,58.67,21.0,0.0,2020,469.26,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),6.0,66.0,41.5,36.67,0.0,2020,505.0,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,"Pretos, Pardos e Indígenas (PPI)",1.0,61.0,51.5,43.33,0.0,2020,542.04,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),4.0,68.0,47.0,41.67,0.0,2020,547.41,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),3.0,61.0,57.0,42.5,0.0,2020,557.59,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),34.0,64.0,48.0,50.83,0.0,2020,566.48,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),31.0,68.0,67.5,30.0,0.0,2020,576.85,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),29.0,66.0,62.0,39.17,0.0,2020,581.67,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),28.0,62.0,61.0,45.0,0.0,2020,582.96,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),27.0,65.0,54.0,49.17,0.0,2020,584.63,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),26.0,66.0,46.5,55.83,0.0,2020,585.56,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),25.0,69.0,59.5,43.33,0.0,2020,598.33,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),23.0,70.0,54.5,48.33,0.0,2020,602.04,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),22.0,67.0,65.0,42.5,0.0,2020,606.48,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),21.0,63.0,63.0,49.17,0.0,2020,607.22,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),20.0,70.0,64.5,40.0,0.0,2020,607.59,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),19.0,60.0,65.0,50.83,0.0,2020,608.33,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),18.0,69.0,57.0,49.17,0.0,2020,609.44,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),16.0,67.0,66.0,44.17,0.0,2020,615.37,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),15.0,61.0,65.0,52.5,0.0,2020,617.59,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),14.0,68.0,65.17,45.0,0.0,2020,619.07,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),13.0,68.0,54.67,56.67,0.0,2020,622.96,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),11.0,68.0,52.5,59.17,0.0,2020,624.07,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),10.0,67.0,60.5,52.5,0.0,2020,624.81,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),9.0,76.0,55.5,49.17,0.0,2020,630.37,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),8.0,71.0,74.5,40.0,0.0,2020,644.33,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),7.0,70.0,58.5,59.17,0.0,2020,651.48,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),5.0,63.0,69.0,60.0,0.0,2020,663.33,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Escola Pública (EP),1.0,69.0,62.0,61.67,0.0,2020,667.78,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),4.0,67.0,56.5,70.0,0.0,2020,669.81,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),3.0,70.0,66.5,57.5,0.0,2020,672.59,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),2.0,71.0,70.0,56.67,0.0,2020,685.19,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Civil,Ampla Concorrência (AC),1.0,76.0,66.0,66.67,0.0,2020,723.7,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia de Computação,"Pretos, Pardos e Indígenas (PPI)",21.0,44.0,62.0,32.5,37.0,2020,477.96,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia de Computação,"Pretos, Pardos e Indígenas (PPI)",20.0,59.0,42.5,36.67,25.0,2020,482.42,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia de Computação,"Pretos, Pardos e Indígenas (PPI)",13.0,60.0,49.5,38.33,33.0,2020,514.99,,,,Fuvest,,,,,,,,,,,,
