Unidade,Curso,Modalidade,Classificação na carreira,Nota na 1° fase,"Nota na 2° fase, 1° dia","Nota na 2° fase, 2° dia",Nota da redação,Qual o seu ano de ingresso?,Nota final,Envie aqui o espelho da sua redação,Chamada,Classificação no curso de ingresso,Forma de ingresso,Ciências da Natureza,Matemática,Linguagens,Ciências Humanas,Redação,Nota na Competência 1,Nota na Competência 2,Nota na Competência 3,Nota na Competência 4,Nota na Competência 5,Nota final.1,Envie aqui o espelho da sua redação.1
Poli,Engenharia Mecânica,Ampla Concorrência (AC),7.0,83.0,62.0,95.0,36.5,2020,830.74,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecânica,"Pretos, Pardos e Indígenas (PPI)",23.0,49.0,53.0,53.0,34.5,2020,458.15,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Escola Pública (EP),26.0,61.0,57.0,30.0,32.5,2020,515.9259258999999,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Escola Pública (EP),24.0,60.0,57.5,32.5,38.0,2020,522.2222222,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),99.0,65.0,55.0,55.0,31.5,2020,607.4074074,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Escola Pública (EP),4.0,64.0,51.0,66.67,30.0,2020,629.2703704,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),60.0,64.0,61.5,60.0,33.0,2020,642.037037,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),51.0,75.0,60.33,51.67,34.33,2020,651.1111111,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),47.0,74.0,55.5,59.17,33.0,2020,656.3074074,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),39.0,70.0,55.5,68.33,28.5,2020,672.0259259,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Escola Pública (EP),1.0,67.0,69.0,61.67,38.5,2020,683.7148147999999,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),27.0,72.0,67.0,60.0,35.0,2020,690.0,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),21.0,70.0,58.0,74.17,36.5,2020,699.8259259,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),19.0,68.0,67.0,68.33,36.5,2020,702.9518519,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),18.0,73.0,59.0,70.83,40.0,2020,703.137037,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),16.0,76.0,75.5,52.5,43.5,2020,708.1481481000001,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),14.0,72.0,65.0,70.83,35.0,2020,719.4333333,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecânica,Ampla Concorrência (AC),11.0,75.0,61.0,73.33,23.5,2020,725.5444444,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,"Pretos, Pardos e Indígenas (PPI)",157.0,38.0,31.5,11.67,21.5,2020,284.64,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Escola Pública (EP),169.0,51.0,56.5,29.17,34.5,2020,474.46,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,"Pretos, Pardos e Indígenas (PPI)",24.0,50.0,49.0,40.83,31.5,2020,484.62,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,"Pretos, Pardos e Indígenas (PPI)",11.0,58.0,50.0,51.67,28.5,2020,553.71,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Escola Pública (EP),75.0,68.0,44.5,47.5,26.5,2020,558.52,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Escola Pública (EP),92.0,55.0,58.0,50.83,39.5,2020,566.47,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,"Pretos, Pardos e Indígenas (PPI)",8.0,62.0,49.5,51.67,28.0,2020,566.86,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Escola Pública (EP),66.0,57.0,46.0,61.67,29.5,2020,570.01,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Escola Pública (EP),38.0,61.0,58.0,60.0,25.0,2020,619.26,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,"Pretos, Pardos e Indígenas (PPI)",4.0,66.0,64.5,50.0,38.0,2020,626.11,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),266.0,78.0,61.0,59.17,36.5,2020,689.46,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),109.0,72.0,67.0,74.17,35.0,2020,737.23,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),106.0,71.0,67.5,75.0,38.0,2020,737.96,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),29.0,76.0,68.0,69.17,35.0,2020,738.71,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),100.0,77.0,65.5,75.0,37.0,2020,743.52,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),97.0,77.0,50.5,87.5,30.0,2020,745.19,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),94.0,74.0,71.5,70.0,36.0,2020,745.74,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),92.0,80.0,66.0,69.17,38.0,2020,746.86,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),86.0,76.0,75.0,65.83,45.0,2020,750.91,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),74.0,75.0,71.5,71.67,36.5,2020,755.01,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),70.0,72.0,75.5,71.67,38.5,2020,757.23,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),63.0,79.0,62.5,77.5,31.5,2020,759.26,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),62.0,78.0,72.5,69.17,36.5,2020,761.12,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),59.0,74.0,57.5,89.17,28.5,2020,762.97,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),58.0,75.0,79.0,66.67,47.0,2020,763.34,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),49.0,70.0,66.0,87.5,33.0,2020,770.93,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),41.0,69.0,71.0,85.0,40.0,2020,775.56,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),38.0,75.0,73.0,76.67,40.0,2020,776.68,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),33.0,77.0,70.0,79.17,36.5,2020,782.42,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),51.0,76.0,64.0,87.0,40.0,2020,784.81,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Escola Pública (EP),5.0,71.0,71.5,85.83,35.0,2020,787.4,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),25.0,78.0,75.5,75.0,41.5,2020,790.56,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Mecatrônica,Ampla Concorrência (AC),10.0,83.0,64.5,86.67,35.0,2020,811.31,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecatrônica,"Pretos, Pardos e Indígenas (PPI)",18.0,54.0,52.0,28.0,25.0,2020,466.6666667,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecatrônica,Ampla Concorrência (AC),67.0,71.0,61.5,50.0,38.0,2020,634.6296296,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecatrônica,Ampla Concorrência (AC),54.0,68.0,61.0,57.5,34.5,2020,646.8518518999999,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecatrônica,Escola Pública (EP),2.0,77.0,42.0,66.67,25.0,2020,647.4185185,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecatrônica,Ampla Concorrência (AC),33.0,71.0,72.0,52.5,38.0,2020,677.962963,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecatrônica,Ampla Concorrência (AC),12.0,76.0,67.0,65.83,39.5,2020,724.2481481000001,,,,Fuvest,,,,,,,,,,,,
EESC,Engenharia Mecatrônica,Ampla Concorrência (AC),1.0,82.0,71.0,78.33,34.5,2020,801.4703704,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,"Pretos, Pardos e Indígenas (PPI)",17.0,47.0,41.5,25.0,31.5,2020,395.74,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,"Pretos, Pardos e Indígenas (PPI)",15.0,46.0,47.5,23.33,30.0,2020,406.47,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,"Pretos, Pardos e Indígenas (PPI)",0.0,45.0,54.0,53.0,39.0,2020,523.33,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,"Pretos, Pardos e Indígenas (PPI)",3.0,48.0,68.0,35.83,36.0,2020,523.88,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),41.0,59.0,59.0,34.17,37.0,2020,529.09,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),39.0,60.0,38.0,55.0,23.0,2020,532.22,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,"Pretos, Pardos e Indígenas (PPI)",13.0,47.0,55.0,55.0,33.0,2020,540.74,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),36.0,60.0,56.0,40.0,30.0,2020,542.22,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),31.0,56.0,40.0,63.0,25.0,2020,550.74,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),27.0,61.0,49.0,50.83,34.5,2020,558.69,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),26.0,61.0,54.0,45.83,30.0,2020,558.69,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),43.0,65.0,69.0,40.0,25.0,2020,604.07,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),47.0,58.0,76.5,40.83,28.0,2020,605.91,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),37.0,65.0,89.0,29.17,30.0,2020,634.64,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Escola Pública (EP),59.0,65.0,74.0,54.17,24.5,2020,667.97,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),80.0,76.0,49.5,74.17,21.5,2020,693.71,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),71.0,74.0,58.0,69.17,38.0,2020,697.97,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),70.0,63.0,69.5,70.0,29.5,2020,698.33,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),65.0,72.0,68.0,62.5,36.5,2020,701.67,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),64.0,71.0,59.5,72.5,28.5,2020,702.96,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),62.0,80.0,46.0,76.67,23.0,2020,705.2,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),61.0,72.0,52.5,79.17,38.5,2020,705.57,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),52.0,74.0,62.0,69.17,35.0,2020,711.31,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),49.0,62.0,68.0,76.67,35.0,2020,711.86,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),38.0,69.0,71.5,69.17,39.5,2020,724.46,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),32.0,71.0,51.0,90.0,32.0,2020,732.96,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),50.0,74.0,78.0,60.0,45.0,2020,734.07,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),23.0,75.0,57.0,80.0,28.0,2020,734.44,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),78.0,70.0,95.5,70.0,35.0,2020,810.93,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),50.0,65.0,93.0,78.33,30.0,2020,811.84,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Naval,Ampla Concorrência (AC),75.0,72.0,95.0,69.17,35.0,2020,813.9,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),756.0,67.0,71.5,57.5,33.0,2020,678.15,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),256.0,53.0,54.0,41.67,31.5,2020,515.19,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,"Pretos, Pardos e Indígenas (PPI)",90.0,35.0,60.5,25.0,43.0,2020,414633.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),109.0,75.0,60.5,69.17,31.0,2020,710.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),56.0,70.0,67.33,76.67,36.33,2020,739.26,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),34.0,74.0,62.0,85.0,39.5,2020,764.07,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),48.0,72.0,71.5,72.5,41.0,2020,746.67,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),42.0,53.0,61.5,54.17,38.0,2020,581.85,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),55.0,77.0,69.0,67.5,34.5,2020,740.19,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),41.0,76.0,65.5,76.67,31.5,2020,755.37,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),39.0,57.0,53.5,60.83,27.5,2020,592.22,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),20.0,74.0,74.5,79.17,40.0,2020,786.3,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),6.0,82.0,67.0,85.83,40.0,2020,813.15,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),5.0,73.0,80.0,84.17,43.0,2020,817.59,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),30.0,74.0,77.5,70.83,43.5,2020,768.52,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),47.0,62.0,56.0,47.5,27.5,2020,574.63,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),14.0,75.0,67.5,86.67,36.0,2020,791.67,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),37.0,72.0,81.5,66.67,41.0,2020,760.56,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),49.0,75.0,63.0,77.5,30.0,2020,746.11,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),40.0,72.0,75.5,71.67,38.0,2020,757.22,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),33.0,85.0,61.0,74.17,29.5,2020,765.37,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),21.0,74.0,70.0,82.5,38.0,2020,782.41,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,"Pretos, Pardos e Indígenas (PPI)",7.0,57.0,53.5,36.67,30.0,2020,511.67,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),50.0,67.0,81.0,68.33,45.0,2020,745.93,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),39.0,66.0,62.0,56.67,33.0,2020,640.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),80.0,71.0,70.5,73.33,36.5,2020,742.41,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),172.0,68.0,64.0,66.0,33.0,2020,687.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),48.0,60.0,70.0,36.0,40.0,2020,574.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),37.0,63.0,71.0,40.0,47.0,2020,600.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),57.0,71.0,69.5,73.33,38.0,2020,739.07,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),29.0,75.0,71.0,76.67,37.5,2020,770.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),31.0,59.0,67.5,49.17,39.0,2020,607.41,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),20.0,65.0,61.0,58.33,29.5,2020,638.52,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,"Pretos, Pardos e Indígenas (PPI)",17.0,48.0,55.0,19.17,33.0,2020,425.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),52.0,73.0,73.0,68.33,44.5,2020,741.48,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),42.0,77.0,59.0,80.83,36.5,2020,751.3,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),25.0,67.0,51.5,60.0,28.0,2020,619.81,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),20.0,83.0,56.0,83.0,36.0,2020,787.0,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,"Pretos, Pardos e Indígenas (PPI)",6.0,59.0,46.0,43.33,31.5,2020,516.3,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Ampla Concorrência (AC),113.0,66.0,65.5,73.33,41.0,2020,707.22,,,,Fuvest,,,,,,,,,,,,
Poli,Engenharia Química,Escola Pública (EP),0.0,66.0,65.0,57.0,31.0,2020,630.0,,,,Fuvest,,,,,,,,,,,,
IME,Estatística (Bach),Ampla Concorrência (AC),275.0,59.0,58.0,29.17,34.5,2019,509.0851852,,,,Fuvest,,,,,,,,,,,,
IME,Estatística (Bach),Escola Pública (EP),47.0,61.0,54.0,34.17,34.5,2020,519.8259259,,,,Fuvest,,,,,,,,,,,,
IME,Estatística (Bach),Ampla Concorrência (AC),268.0,62.0,55.5,40.0,30.0,2020,547.962963,,,,Fuvest,,,,,,,,,,,,
IME,Estatística (Bach),Ampla Concorrência (AC),192.0,65.0,59.63,51.56,31.5,2018,611.3740741,,,,Fuvest,,,,,,,,,,,,
IME,Estatística (Bach),Ampla Concorrência (AC),23.0,70.0,55.5,53.33,33.0,2020,622.0259259,,,,Fuvest,,,,,,,,,,,,
IME,Estatística (Bach),Ampla Concorrência (AC),22.0,75.0,62.0,70.83,33.0,2020,720.5444444,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,"Pretos, Pardos e Indígenas (PPI)",6.0,56.0,48.5,37.5,36.5,2020,494.0740741,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Escola Pública (EP),24.0,47.0,61.0,36.67,33.0,2019,499.6407407,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,"Pretos, Pardos e Indígenas (PPI)",5.0,53.0,58.0,35.83,36.5,2020,509.062963,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Escola Pública (EP),15.0,51.0,58.0,45.0,34.5,2019,532.2222222,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,"Pretos, Pardos e Indígenas (PPI)",2.0,58.0,49.5,55.0,26.0,2020,563.1481481000001,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Escola Pública (EP),8.0,65.0,53.5,54.17,36.0,2020,599.6407407,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),80.0,63.0,55.5,55.0,29.5,2020,601.6666667000001,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),77.0,58.0,60.5,55.83,27.0,2020,602.5814815,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),75.0,60.0,54.5,60.0,28.0,2020,603.8888889,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),65.0,59.0,65.0,52.5,36.5,2020,610.1851852000001,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Escola Pública (EP),4.0,60.0,65.5,53.33,41.0,2020,618.3222222,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),45.0,52.0,68.0,60.0,33.0,2019,619.2592592999999,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Escola Pública (EP),3.0,59.0,69.0,54.17,41.0,2020,629.0851852000001,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),80.0,59.0,74.88,50.0,38.0,2018,634.7851852000001,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),31.0,65.0,51.0,70.0,21.5,2020,644.0740741000001,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),26.0,63.0,69.0,55.83,38.0,2019,649.4333333,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),25.0,65.0,64.0,60.0,35.0,2020,654.0740741000001,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),34.0,55.0,69.25,66.67,33.0,2018,656.7703704,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),17.0,70.0,53.0,68.0,25.0,2019,662.5925926,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),13.0,66.0,67.0,64.17,40.0,2020,681.6777778,,,,Fuvest,,,,,,,,,,,,
FCF,Farmácia Bioquímica,Ampla Concorrência (AC),4.0,79.0,77.5,65.83,40.0,2019,770.3592593,,,,Fuvest,,,,,,,,,,,,
FFLCH,Filosofia,Ampla Concorrência (AC),37.0,58.0,72.5,42.5,43.0,2020,598.1481481000001,,,,Fuvest,,,,,,,,,,,,
FFLCH,Filosofia,Ampla Concorrência (AC),19.0,55.0,71.5,50.0,43.0,2019,608.7037037,,,,Fuvest,,,,,,,,,,,,
FFLCH,Filosofia,Ampla Concorrência (AC),21.0,65.0,56.0,56.67,35.0,2020,616.3074074,,,,Fuvest,,,,,,,,,,,,
FFLCH,Filosofia,Ampla Concorrência (AC),18.0,56.0,56.5,67.5,38.5,2020,620.7407407000001,,,,Fuvest,,,,,,,,,,,,
FFLCH,Filosofia,Ampla Concorrência (AC),11.0,66.0,65.0,53.0,40.0,2020,637.7777778,,,,Fuvest,,,,,,,,,,,,
FFLCH,Filosofia,Ampla Concorrência (AC),3.0,71.0,69.5,56.67,48.0,2020,683.5296296,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),"Pretos, Pardos e Indígenas (PPI)",41.0,42.0,45.5,13.33,28.5,2020,351.6555556,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),"Pretos, Pardos e Indígenas (PPI)",40.0,37.0,52.0,13.33,34.5,2020,354.8037037,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Escola Pública (EP),140.0,60.0,41.5,20.0,28.5,2020,427.2222222,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Escola Pública (EP),85.0,54.0,62.0,18.33,42.0,2020,467.7666666999999,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Ampla Concorrência (AC),54.0,59.0,61.88,33.33,30.0,2018,535.8851852,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Ampla Concorrência (AC),266.0,54.0,54.5,50.0,38.0,2020,548.3333332999999,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Escola Pública (EP),17.0,64.0,55.5,55.83,28.5,2020,608.137037,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Ampla Concorrência (AC),67.0,72.0,55.0,50.5,38.0,2020,618.3333332999999,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Ampla Concorrência (AC),101.0,71.0,64.0,46.67,36.0,2020,631.862963,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Ampla Concorrência (AC),64.0,58.0,76.5,60.83,46.0,2019,672.5814815,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Ampla Concorrência (AC),80.0,70.0,67.0,59.0,36.5,2020,679.2592592999999,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Ampla Concorrência (AC),36.0,67.0,72.0,58.0,43.0,2020,681.4814815000001,,,,Fuvest,,,,,,,,,,,,
IF,Física (Bach),Ampla Concorrência (AC),32.0,74.0,59.5,67.5,33.0,2020,697.4074074,,,,Fuvest,,,,,,,,,,,,
FM,Fisioterapia,Escola Pública (EP),4.0,61.0,54.0,45.0,37.0,2020,555.9259258999999,,,,Fuvest,,,,,,,,,,,,
FM,Fisioterapia,Ampla Concorrência (AC),24.0,59.0,52.5,51.67,25.0,2020,565.7518518999999,,,,Fuvest,,,,,,,,,,,,
FM,Fisioterapia,Escola Pública (EP),2.0,51.0,59.0,63.0,31.0,2020,598.0,,,,Fuvest,,,,,,,,,,,,
FM,Fisioterapia,Ampla Concorrência (AC),5.0,53.0,71.0,59.17,36.0,2019,630.1962963,,,,Fuvest,,,,,,,,,,,,
