id,unidade,curso,ano,modalidade,chamada,nota_1,nota_2_1,nota_2_2,nota_final,nota_redacao,classificacao_carreira,classificacao_curso,redacao
60,Poli,"Engenharia Elétrica (Ênfases: Automação e Controle, Energia e Automação Elétricas, Eletrônica e Sistemas Computacionais, Telecomunicações)",2022,Escola Pública (EP),Primeira,78,61.0,83.33,770.0,33.5,6,4,
60,Poli,"Engenharia Elétrica (Ênfases: Automação e Controle, Energia e Automação Elétricas, Eletrônica e Sistemas Computacionais, Telecomunicações)",2022,Escola Pública (EP),Primeira,63,44.0,46.0,535.56,33.0,173,102,https://drive.google.com/open?id=172frtOsFWfCKgOC7A8ITnNLg7Jh_CejV
60,Poli,"Engenharia Elétrica (Ênfases: Automação e Controle, Energia e Automação Elétricas, Eletrônica e Sistemas Computacionais, Telecomunicações)",2022,Ampla Concorrência (AC),Primeira,82,69.0,90.83,836.48,36.0,21,14,
55,Poli,Engenharia de Computação,2022,Ampla Concorrência (AC),Primeira,76,68.0,86.0,793.0,33.0,79,39,
56,Poli,Engenharia de Materiais; Engenharia Metalúrgica; Engenharia Nuclear,2022,Ampla Concorrência (AC),Primeira,72,50.0,86.67,722.22,24.5,412,82,
60,Poli,"Engenharia Elétrica (Ênfases: Automação e Controle, Energia e Automação Elétricas, Eletrônica e Sistemas Computacionais, Telecomunicações)",2022,"Pretos, Pardos e Indígenas (PPI)",Primeira,60,45.5,10.0,407.22,30.0,69,46,
60,Poli,"Engenharia Elétrica (Ênfases: Automação e Controle, Energia e Automação Elétricas, Eletrônica e Sistemas Computacionais, Telecomunicações)",2022,Escola Pública (EP),Primeira,60,51.5,45.0,543.89,26.5,161,92,
53,Poli,Engenharia Ambiental,2022,Ampla Concorrência (AC),Primeira,71,75.5,71.67,753.52,43.0,224,39,https://drive.google.com/open?id=1PONTIYcx72bD8M2a0ACZd-3kdUmobY27
55,Poli,Engenharia de Computação,2022,Ampla Concorrência (AC),Primeira,78,71.5,83.33,805.0,40.0,54,29,https://drive.google.com/open?id=14vXg-7W32X8wCkQukQ8xhiKX7mCbbYuR
58,Poli,Engenharia de Petróleo,2022,Ampla Concorrência (AC),Primeira,74,50.0,81.67,712.96,25.0,478,37,
55,Poli,Engenharia de Computação,2022,Escola Pública (EP),Primeira,73,59.0,57.5,658.7,30.0,43,27,
60,Poli,"Engenharia Elétrica (Ênfases: Automação e Controle, Energia e Automação Elétricas, Eletrônica e Sistemas Computacionais, Telecomunicações)",2022,Ampla Concorrência (AC),Primeira,75,55.0,86.67,751.67,26.0,235,164,
64,Poli,Engenharia Química (quadrimestral),2022,Ampla Concorrência (AC),Primeira,76,65.83,76.67,756.48,33.33,208,53,
