Unidade,Curso,Modalidade,Classificação na carreira,Nota na 1° fase,"Nota na 2° fase, 1° dia","Nota na 2° fase, 2° dia",Nota da redação,Qual o seu ano de ingresso?,Nota final,Envie aqui o espelho da sua redação,Chamada,Classificação no curso de ingresso,Forma de ingresso,Ciências da Natureza,Matemática,Linguagens,Ciências Humanas,Redação,Nota na Competência 1,Nota na Competência 2,Nota na Competência 3,Nota na Competência 4,Nota na Competência 5,Nota final.1,Envie aqui o espelho da sua redação.1
IP,Psicologia,Ampla Concorrência (AC),36,74,52.5,59.17,36.5,2020,646.3,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),35,66,70,50.83,45,2020,647.22,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),34,74,62.33,50,32.33,2020,648.52,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),33,68,67.5,51.67,35,2020,649.07,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),32,69,66.5,51.67,30,2020,649.44,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),31,64,65.5,58.33,33,2020,649.81,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),30,73,69.5,45,41.5,2020,652.04,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),29,70,67.5,50.83,38,2020,653.7,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),28,74,61.5,52.5,40,2020,654.07,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),27,67,69.5,52.6,41,2020,654.81,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),26,68,68.5,52.5,38.5,2020,655.19,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),25,65,67,57.5,33,2020,655.74,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),24,70,67.5,51.67,37.5,2020,656.48,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),22,63,71.5,55.83,43.5,2020,657.78,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),20,74,62,62,36.5,2020,664.07,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),17,67,67,60,37.5,2020,671.48,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),16,68,73.5,52.5,40,2020,671.85,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),15,72,65,56.67,27.5,2020,672.22,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),14,71,74,49.17,41.5,2020,673.52,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),10,71,68,59.17,33,2020,686.85,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),9,64,72.5,62.5,41.5,2020,687.04,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),6,74,68.5,60,32,2020,702.41,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),7,77,66,59.17,36,2020,702.41,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),5,63,79.5,62.5,45,2020,706.7,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),4,70,74.5,61.67,40,2020,713.5,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),3,80,64.5,63.33,33,2020,722.41,,,,Fuvest,,,,,,,,,,,,
IP,Psicologia,Ampla Concorrência (AC),2,75,83.33,60.83,43.33,2020,748.33,,,,Fuvest,,,,,,,,,,,,
IQSC,Química,Escola Pública (EP),21,39,45.5,25,26.5,2020,379.4444444,,,,Fuvest,,,,,,,,,,,,
IQSC,Química,Escola Pública (EP),13,46,49.5,22.5,31,2020,410.3703704,,,,Fuvest,,,,,,,,,,,,
IQSC,Química,Escola Pública (EP),6,44,53.5,40.83,36.5,2020,477.3962963,,,,Fuvest,,,,,,,,,,,,
IQSC,Química,Escola Pública (EP),5,52,46,40,30,2020,479.2592593,,,,Fuvest,,,,,,,,,,,,
IQSC,Química,Ampla Concorrência (AC),24,66,66,29.17,33,2020,561.6777778,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),"Pretos, Pardos e Indígenas (PPI)",14,45,52.5,25,33,2020,425,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),Escola Pública (EP),20,52,50.5,27.5,28.5,2019,452.5925926,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),Escola Pública (EP),12,51,60.5,29.17,29,2019,487.7888889,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),Ampla Concorrência (AC),70,56,59.5,45.83,33,2020,558.5074074,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),Ampla Concorrência (AC),11,70,70.5,51.67,43.5,2020,666.4925926,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),Ampla Concorrência (AC),9,55,65,75.83,33.5,2019,673.137037,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),Ampla Concorrência (AC),6,73,66.5,60.83,41,2020,694.8037037,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),Ampla Concorrência (AC),3,72,67.5,70,35,2020,725,,,,Fuvest,,,,,,,,,,,,
IQ,Química Integral (Bach e Lic),Ampla Concorrência (AC),1,77,75.5,73.33,43,2020,781.2851852,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),"Pretos, Pardos e Indígenas (PPI)",12,46,43,35,28,2020,430.3703704,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Escola Pública (EP),14,49,65,24.17,35,2019,478.7148148,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Escola Pública (EP),25,57,46.5,34.17,33.5,2020,480.0111111,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Escola Pública (EP),16,57,58.5,30,40,2020,506.1111111,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Escola Pública (EP),14,63,36,49.17,25,2020,517.2333333,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Escola Pública (EP),12,57,54.5,38.33,30,2020,520.5444444,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Ampla Concorrência (AC),56,54,56,42.5,30,2019,528.3333333,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Escola Pública (EP),53,50,67.5,36.67,34.5,2019,532.4185185,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),"Pretos, Pardos e Indígenas (PPI)",2,56,49.5,49.5,33.5,2020,537.4074074,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Escola Pública (EP),8,59,66,35,38,2020,555.1851852,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Ampla Concorrência (AC),46,57,69.5,44.17,43.5,2020,590.0111111,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Ampla Concorrência (AC),43,61,66,43.33,36,2020,590.3592593,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Ampla Concorrência (AC),41,60,61.5,51.67,32,2020,599.4555556,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Ampla Concorrência (AC),38,60,67.5,47.5,38,2020,605.5555556,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Ampla Concorrência (AC),29,57,69.5,54.17,33,2020,623.3444444,,,,Fuvest,,,,,,,,,,,,
IQ,Química Noturno (Bach e Lic),Ampla Concorrência (AC),29,65,68,47.5,42,2020,625.7407407,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Escola Pública (EP),7,66,64,50,37,2020,622,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Escola Pública (EP),5,59,74.5,47.5,42,2020,625.195,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),22,68,72,53.5,45,2020,670,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),5,70,76.5,64.17,45,2020,728,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Escola Pública (EP),8,67,62,46.67,36,2020,610.37,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Escola Pública (EP),6,65,60,55,38.5,2020,624.07,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Escola Pública (EP),4,61,71,50.83,36.5,2020,632.04,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Escola Pública (EP),2,60,69.5,56.67,40,2020,642.78,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),32,67,60,63.3,26.5,2020,659.26,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),29,67,75,49.17,46.5,2020,662.04,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),29,70,70,50.83,38,2020,662.04,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),28,71,65,55,36.5,2020,662.96,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),27,64,71.17,57.5,36.67,2020,665.93,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),24,70,66,56.67,37.5,2020,668.15,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),23,72,70,50.83,39.5,2020,669.44,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),21,71,65.5,56.67,32,2020,670.19,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),18,73,74,48.33,41.5,2020,678.15,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),17,69,72.5,55,44.5,2020,680.56,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),16,68,65,64.17,33,2020,682.41,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),14,67,76.5,56.67,40.5,2020,692.04,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),13,74,66.17,60,34.67,2020,694.63,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),12,68,71.5,61.67,38,2020,695.74,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),10,71,67,64.17,35,2020,700.19,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),9,69,74,60,45,2020,702.22,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),8,69,66,68.33,38,2020,703.33,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),6,69,77.5,60,40,2020,713.89,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),4,70,70,70.83,35,2020,728.7,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),3,77,72.5,64.17,41.5,2020,740.74,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),2,80,75.5,60.83,40,2020,750.74,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,Ampla Concorrência (AC),1,73,74.5,70.83,42,2020,754.81,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,"Pretos, Pardos e Indígenas (PPI)",5,55,51.5,40.83,27,2020,511.48,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,"Pretos, Pardos e Indígenas (PPI)",4,51,55,50.83,33.5,2020,541.67,,,,Fuvest,,,,,,,,,,,,
IRI,Relações Internacionais,"Pretos, Pardos e Indígenas (PPI)",1,64,64,66.67,30,2020,672.59,,,,Fuvest,,,,,,,,,,,,
ECA,Relações Públicas,Escola Pública (EP),5,44,58.5,33.33,30,2020,469.062963,,,,Fuvest,,,,,,,,,,,,
ECA,Relações Públicas,Ampla Concorrência (AC),18,61,55.5,35,29.5,2020,527.5925926,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Escola Pública (EP),143,50,55,16.67,29.5,2020,424.0851852,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Escola Pública (EP),98,51,50,30.83,29.5,2020,458.3222222,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Escola Pública (EP),63,55,61,25.83,33,2020,493.137037,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Escola Pública (EP),53,49,57.5,40,30,2019,506.4814815,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Escola Pública (EP),41,63,51,43,28,2020,546.6666667,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Ampla Concorrência (AC),138,62,55.5,48.33,31,2020,575.7296296,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Ampla Concorrência (AC),122,60,74.5,35,40,2020,587.2222222,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Ampla Concorrência (AC),57,61,67.5,54.17,41.5,2020,631.4925926,,,,Fuvest,,,,,,,,,,,,
EACH,Sistemas de Informação,Ampla Concorrência (AC),48,59,52,75.83,31.5,2020,644.6185185,,,,Fuvest,,,,,,,,,,,,
FMRP,Terapia Ocupacional,Escola Pública (EP),2,37,48.5,29.17,33,2020,395.937037,,,,Fuvest,,,,,,,,,,,,
FMRP,Terapia Ocupacional,Ampla Concorrência (AC),7,53,59,41.67,38,2020,531.862963,,,,Fuvest,,,,,,,,,,,,
FMRP,Terapia Ocupacional,Ampla Concorrência (AC),5,50,55,51,26,2020,538.5185185,,,,Fuvest,,,,,,,,,,,,
FMRP,Terapia Ocupacional,Ampla Concorrência (AC),4,53,53,57.5,28,2020,564.6296296,,,,Fuvest,,,,,,,,,,,,
FMRP,Terapia Ocupacional,Ampla Concorrência (AC),3,53,66,53.33,31.5,2020,594.062963,,,,Fuvest,,,,,,,,,,,,
FMRP,Terapia Ocupacional,Ampla Concorrência (AC),1,60,62.5,56.67,30,2020,619.4555556,,,,Fuvest,,,,,,,,,,,,
EACH,Têxtil e Moda,Escola Pública (EP),3,44,57,29.17,31.5,2019,450.1962963,,,,Fuvest,,,,,,,,,,,,
ECA,Turismo,Ampla Concorrência (AC),3,50,49,57.5,27,2020,540.1851852,,,,Fuvest,,,,,,,,,,,,
FEARP,Administração,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),656.3,895.2,600.3,676.2,840,,,,,,746.54,
FEARP,Administração,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),590.6,837.6,606,666.7,880,,,,,,732.335,
FEARP,Administração,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),623.7,734.4,631.2,632.5,900,180,180,180,160,200,710.335,
FEARP,Administração,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),589.3,752.2,631.9,621.1,920,160,200,180,180,200,712.635,
FEA,Administração Diurno,"Pretos, Pardos e Indígenas (PPI)",,,,,,2019,,,,,SiSU (Enem),,,,,,,,,,,714,
FEA,Administração Diurno,"Pretos, Pardos e Indígenas (PPI)",,,,,,2019,,,,,SiSU (Enem),677.6,757.7,640.6,703.2,760,,,,,,715,
FEA,Administração Diurno,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),602,714,619,728,920,,,,,,718,
FEA,Administração Diurno,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),636.4,724.9,618.1,676.9,780,,,,,,678.9,
FEA,Administração Diurno,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),610.8,705.9,610,660.2,840,,,,,,685.38,
FEA,Administração Diurno,"Pretos, Pardos e Indígenas (PPI)",,,,,,2019,,,,,SiSU (Enem),620,710,625,690,840,,,,,,697.5,
FEA,Administração Diurno,"Pretos, Pardos e Indígenas (PPI)",,,,,,2019,,,,,SiSU (Enem),611.6,707.1,663.3,691.8,820,,,,,,698.76,
FEA,Administração Diurno,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),659,774.2,627.1,691.8,800,,,,,,710.42,
FEA,Administração Diurno,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),645.6,808.4,668.8,698.3,800,,,,,,724.22,
FEA,Administração Noturno,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),638.7,684.2,623.7,663.5,920,,,,,,696,
FEA,Administração Noturno,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),639.2,738,645.3,660.3,920,,,,,,714,
FEA,Administração Noturno,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),590,710,600,600,940,,,,,,720,
FEA,Administração Noturno,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),624.4,739.8,653.4,707.6,880,,,,,,739,
FEA,Administração Noturno,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),620.7,756.7,621.3,661.9,820,,,,,,699.88,
FEA,Administração Noturno,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),621.8,734.4,641,661.2,920,,,,,,710.57,
FAU,Arquitetura e Urbanismo,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),693,770.9,698.8,749.6,840,160,200,160,160,160,765.16,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),694,867,623,707,940,180,200,180,200,180,790.8,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),649.3,885.7,644.5,683.5,960,180,200,200,200,180,795.67,
FAU,Arquitetura e Urbanismo,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),647.8,764.5,663.1,688,860,160,200,160,180,160,745.9,
FAU,Arquitetura e Urbanismo,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),621.7,751.3,658.3,660.1,980,180,200,200,200,200,770.11,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),602.4,922.7,653.8,719.4,920,,,,,,795.42,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),695.3,924.6,666.5,784.5,900,180,200,180,200,140,814.65,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),663.8,824.4,632.7,758.7,940,160,200,200,180,200,791.54,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),657.2,837.9,666.4,771.1,960,200,200,160,200,200,808.8,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),663.8,824.4,632.7,758.7,940,160,200,200,180,200,791.54,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),729.7,876.9,645.6,743.7,880,160,200,160,180,180,790.21,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),686.5,833.4,673.6,659.1,960,180,200,180,200,200,789.87,
FAU,Arquitetura e Urbanismo,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),588.6,794.1,592.7,624.7,960,160,200,200,200,200,749.16,
FAU,Arquitetura e Urbanismo,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),584.9,749.8,605.6,609.3,940,,,,,,733.43,
FAU,Arquitetura e Urbanismo,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),537.7,745.5,659.2,634.6,900,160,200,200,160,180,731.63,
FAU,Arquitetura e Urbanismo,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),645.4,834,655.4,675.5,960,160,200,200,200,200,785.52,
FAU,Arquitetura e Urbanismo,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),636.3,787.3,692.6,681.1,980,180,200,200,200,200,789.83,
FAU,Arquitetura e Urbanismo,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),708.1,841.3,654.5,722.8,900,160,200,160,200,180,784.53,
FAU,Arquitetura e Urbanismo,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),600.3,741,625.6,704.3,940,160,200,200,200,180,756.21,
FAU,Arquitetura e Urbanismo,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),690.4,765.1,658.5,717,940,160,200,200,180,200,779.16,
FAU,Arquitetura e Urbanismo,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),612.1,768.6,615.9,607.7,880,160,200,180,160,180,723.65,
FAU,Arquitetura e Urbanismo,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),574.7,693.3,656,656.9,860,160,180,160,180,180,716.71,
FAU,Arquitetura e Urbanismo,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),625.7,750.9,624.7,617.4,900,,,,,,731.17,
FAU,Arquitetura e Urbanismo,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),631.5,692.3,598.6,631.5,920,160,200,160,200,200,723.63,
FAU,Arquitetura e Urbanismo,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),599.3,755.6,635.8,693.7,920,160,200,180,180,200,752.95,
ECA,Audiovisual,"Pretos, Pardos e Indígenas (PPI)",,,,,,2018,,,,,SiSU (Enem),590.6,676.7,653.3,744.4,800,160,160,160,160,160,726.27,
EACH,Biotecnologia,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),607,724,621,625,720,,,,,,661.142857142857,
EACH,Biotecnologia,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),591.7,746.7,601.4,629.1,960,160,200,200,200,200,695.328571428571,
IME,Ciência da Computação,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),696.1,944.5,657.4,706.3,900,160,160,180,200,200,804.68,
IME,Ciência da Computação,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),738,946.8,666.2,686,900,160,200,180,160,200,813.48,
IME,Ciência da Computação,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),670.6,946.4,618.8,602.5,980,180,200,200,200,200,798.05,
FEA,Ciências Atuariais,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),631.3,719.1,625.9,641.9,640,,,,,,659.89,
FEA,Ciências Atuariais,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),609.8,700.3,622.4,624,780,,,,,,665.37,
FEA,Ciências Atuariais,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),603.3,745.4,614.4,623.8,720,,,,,,668.01,
FEA,Ciências Atuariais,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),622.3,778.5,635.6,669.4,680,,,,,,690.53,
FEA,Ciências Atuariais,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),605.5,704.8,645.6,669.8,900,,,,,,700.04,
FEA,Ciências Atuariais,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),638.3,794.8,623.9,632.5,820,,,,,,705.29,
FFCLRP,Ciências Biológicas,"Pretos, Pardos e Indígenas (PPI)",,,,,,2019,,,,,SiSU (Enem),658.5,780.8,712.8,698.2,840,160,200,160,160,160,742.488888888889,
FFCLRP,Ciências Biológicas,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),674.4,755.1,649.5,695.3,880,160,180,160,200,180,734.811111111111,
FFCLRP,Ciências Biológicas,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),620,706.2,637.8,597.6,740,160,120,140,160,160,667.288888888889,
FEA,Ciências Contábeis,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),643.7,745.3,606.6,631,620,,,,,,660.41,
FEA,Ciências Contábeis,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),613.4,765.3,630.9,631.7,640,,,,,,668.33,
FEA,Ciências Contábeis,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),615,717,600.5,630,820,,,,,,670,
FEA,Ciências Contábeis,"Pretos, Pardos e Indígenas (PPI)",,,,,,2019,,,,,SiSU (Enem),677.3,753.9,613.5,719.2,600,,,,,,691,
FEA,Ciências Contábeis,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),623.7,786.7,616.1,654.4,820,,,,,,706,
FEA,Ciências Contábeis,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),629.1,809.4,640.5,670.7,720,,,,,,707.11,
FEA,Ciências Contábeis,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),638.8,727.3,636.3,680.3,920,,,,,,715,
FEA,Ciências Contábeis,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),606.2,724.6,659,718.2,880,,,,,,718.68,
FEA,Ciências Contábeis,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),643.2,772.4,623.3,696.5,860,,,,,,723.47,
FEA,Ciências Contábeis,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),710,900,680,690,660,,,,,,740,
FEA,Ciências Contábeis,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),632,799.9,626.9,681.1,960,,,,,,740.13,
FEARP,Ciências Contábeis,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),563,762.2,596.9,596.9,960,200,200,180,180,200,707.455,
FEARP,Ciências Contábeis,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),594.2,830.2,624.1,648.5,920,,,,,,737.915,
EACH,Ciências da Natureza (Lic),Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),623.1,679.5,640.8,697.4,820,160,180,160,160,160,700.557142857143,
FFLCH,Ciências Sociais,Escola Pública (EP),,,,,,2018,,,,,SiSU (Enem),593.5,701.4,679.5,703.1,960,,,,,,764.235,
FFLCH,Ciências Sociais,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),626.1,773.9,701.9,747.7,680,140,160,120,120,140,710,
FFLCH,Ciências Sociais,"Pretos, Pardos e Indígenas (PPI)",,,,,,2020,,,,,SiSU (Enem),481,655.7,615.6,652.4,860,160,160,160,200,180,690.675,
FFLCH,Ciências Sociais,Escola Pública (EP),,,,,,2020,,,,,SiSU (Enem),583.7,725.1,600.6,634.9,940,160,200,180,200,200,727.98,
ECA,Com. Social: Editoração,Ampla Concorrência (AC),,,,,,2020,,,,,SiSU (Enem),640.9,838.7,669.6,688,980,180,200,200,200,200,830.977777777778,
ECA,Com. Social: Publicidade e Propaganda,"Pretos, Pardos e Indígenas (PPI)",,,,,,2019,,,,,SiSU (Enem),570.9,646.2,641,668.6,920,,,,,,741.572727272727,
ECA,Com. Social: Publicidade e Propaganda,Escola Pública (EP),,,,,,2019,,,,,SiSU (Enem),573.7,702.1,668.5,675.1,920,160,200,200,200,160,755.590909090909,
